X,Y,Z
49.04,176.9,1006.38
47.95,177.63,1005.04
45.38,179.22,1005.89
44.65,179.34,1005.04
43.19,180.8,1005.52
41.24,181.29,1003.82
38.8,183.0,1004.06
37.82,183.49,1003.33
37.21,183.49,1003.08
36.36,183.98,1003.82
34.28,185.32,1002.72
32.45,186.29,1002.84
31.48,186.78,1002.11
30.5,187.39,1001.62
29.28,188.73,1001.86
28.91,188.98,1000.89
27.08,190.69,1000.89
26.6,190.32,1000.4
25.86,191.66,1000.89
26.11,191.42,1000.28
25.74,192.03,1000.89
25.5,192.52,1000.52
25.38,191.91,1000.4
24.77,192.52,1001.01
25.01,191.54,1000.77
24.03,192.27,1000.89
23.91,191.66,1000.77
23.55,192.03,1000.77
23.18,191.05,999.67
22.33,191.05,999.3
22.45,190.32,998.81
22.2,190.56,998.94
22.2,190.32,997.84
22.2,190.2,997.59
21.35,190.44,996.62
21.96,189.59,995.89
21.72,190.44,996.37
22.81,189.47,994.79
23.06,190.2,995.76
24.03,189.34,994.42
24.4,190.08,995.52
24.89,189.71,995.03
24.64,190.32,995.89
24.28,190.56,995.4
24.16,190.32,995.15
22.45,191.54,995.89
21.96,191.78,996.25
19.52,192.52,996.98
17.08,193.49,996.98
15.13,193.86,997.11
11.47,195.44,997.72
7.32,196.91,997.72
3.78,197.64,996.98
1.46,198.62,997.47
-2.68,199.23,997.59
-5.12,199.1,997.72
-7.69,199.59,997.47
-11.47,198.49,997.59
-14.4,198.86,998.45
-18.06,197.64,998.81
-22.69,197.15,999.42
-24.03,195.69,999.06
-28.06,195.44,1000.03
-30.26,193.13,999.3
-32.45,192.88,1000.16
-32.82,191.3,999.79
-34.4,190.56,1000.4
-34.53,189.34,999.18
-35.38,188.37,998.69
-35.75,188.25,998.81
-35.99,187.03,997.96
-36.11,186.66,998.45
-35.87,185.44,997.72
-35.87,185.68,997.96
-34.4,184.71,997.11
-33.31,184.34,997.59
-32.45,183.49,997.59
-31.6,183.49,997.72
-30.87,182.76,997.72
-30.5,182.76,998.33
-30.26,183.12,998.69
-29.52,182.15,999.3
-29.4,182.76,999.67
-29.04,182.02,1000.03
-29.04,183.24,1001.13
-29.28,182.27,1001.13
-29.65,183.49,1002.72
-30.74,183.0,1002.47
-32.21,183.98,1002.6
-32.94,183.73,1002.35
-33.92,185.07,1002.96
-35.62,184.71,1002.47
-36.97,185.93,1002.47
-38.67,186.17,1001.5
-39.89,186.9,1001.25
-41.48,187.39,1000.16
-42.21,187.88,1000.16
-42.82,188.86,999.91
-43.19,190.08,999.42
-42.94,189.71,997.84
-42.46,191.05,997.72
-42.7,190.56,996.98
-42.46,192.15,997.72
-42.7,192.64,996.98
-42.33,194.35,997.72
-41.97,194.83,997.59
-41.36,196.18,998.45
-41.24,196.79,999.3
-40.5,199.23,1001.13
-40.38,199.59,1001.25
-39.65,202.28,1002.35
-38.67,204.11,1003.08
-38.06,204.96,1004.06
-36.97,205.57,1004.3
-36.23,205.94,1004.3
-35.62,206.55,1004.91
-34.65,208.01,1005.65
-33.06,208.86,1004.79
-32.82,209.11,1004.3
-32.45,209.6,1005.16
-32.94,209.6,1004.79
-32.82,209.6,1005.52
-33.43,209.6,1004.91
-35.26,209.47,1004.06
-36.11,209.6,1004.06
-38.06,209.6,1003.08
-38.8,209.6,1002.96
-39.89,209.11,1000.77
-39.89,208.99,1000.28
-40.02,209.6,998.57
-40.26,210.08,997.11
-40.26,211.79,995.28
-40.87,213.38,993.2
-41.24,213.87,992.59
-42.21,215.57,991.37
-43.19,216.79,991.49
-42.58,217.65,992.23
-41.72,218.14,993.08
-40.87,218.75,993.93
-40.02,218.62,994.3
-38.19,219.11,997.23
-37.33,218.87,997.72
-36.11,219.11,999.79
-35.62,219.36,1001.13
-35.38,219.36,1000.89
-35.5,219.6,1001.74
-38.92,221.43,1002.11
-40.63,222.28,1001.99
-41.72,223.38,1001.99
-42.94,224.24,1001.38
-45.14,225.7,1000.64
-46.24,226.43,1000.4
-47.46,228.26,999.18
-48.31,229.73,999.3
-49.04,231.07,998.2
-49.41,233.02,997.84
-49.17,234.24,997.84
-48.19,235.34,996.01
-47.58,236.44,995.64
-46.85,237.29,994.79
-46.6,237.29,993.81
-46.6,237.78,994.18
-45.99,236.56,994.18
-45.38,236.19,994.06
-43.92,235.46,993.81
-42.7,235.22,993.57
-39.53,234.24,993.2
-35.62,233.87,994.3
-33.79,233.02,994.79
-30.62,232.78,996.13
-27.82,232.65,996.74
-25.74,232.53,997.23
-23.91,232.41,997.84
-22.69,232.17,997.72
-18.54,232.65,999.06
-16.96,232.78,998.69
-11.71,232.17,996.62
-6.71,232.41,994.67
-4.51,232.9,993.81
-0.73,232.9,991.37
1.95,232.65,989.54
4.39,231.56,989.18
5.12,231.31,988.69
7.2,231.68,989.42
7.81,232.29,989.66
8.17,231.19,989.42
8.78,230.58,990.03
8.91,230.34,990.27
8.78,229.97,989.3
8.78,229.85,987.1
9.88,230.09,986.74
11.83,228.99,986.13
11.47,228.38,986.37
10.61,228.87,986.49
7.93,229.85,986.25
5.12,231.8,986.49
4.03,232.78,986.86
3.05,232.41,987.35
2.93,231.68,988.57
3.17,232.65,988.69
2.68,233.02,988.44
0.24,232.29,988.08
-1.1,231.56,988.44
-2.93,229.85,991.13
-3.9,227.9,995.4
-3.17,225.7,998.69
-2.2,224.85,1000.64
0.12,222.65,1005.52
1.59,221.31,1008.45
3.29,219.97,1011.5
7.56,217.89,1017.24
10.13,217.53,1019.43
15.98,215.7,1023.09
19.28,214.48,1025.04
24.4,211.43,1028.7
27.57,208.86,1031.02
28.55,206.91,1030.41
28.3,206.79,1027.48
26.72,205.94,1024.56
25.13,205.69,1022.24
21.84,204.72,1017.48
21.23,204.96,1015.53
19.28,204.59,1011.01
18.79,204.23,1009.18
17.45,203.98,1005.77
15.13,203.13,1002.96
13.54,202.76,1001.99
10.0,202.76,999.42
6.83,203.13,997.23
5.73,202.76,994.18
6.1,202.52,992.84
7.08,201.79,991.25
10.98,201.06,989.05
12.93,200.69,987.96
15.86,200.2,986.0
16.84,199.96,985.15
17.32,198.25,982.95
17.32,197.27,981.61
17.2,196.42,980.39
17.08,195.44,980.39
17.32,193.86,981.37
17.32,193.0,981.73
16.84,190.08,982.59
16.23,188.0,983.08
15.62,185.68,984.3
13.79,181.05,987.22
12.69,178.73,989.18
9.39,173.61,992.35
4.88,170.07,995.64
0.49,166.29,999.18
-0.98,165.07,1000.64
-3.54,164.21,1004.18
-5.86,163.24,1007.23
-7.08,162.63,1008.7
-10.98,161.28,1012.23
-13.54,161.28,1014.06
-15.74,161.53,1016.14
-17.32,164.7,1019.43
-16.59,167.38,1021.26
-15.13,168.36,1022.73
-9.52,172.26,1024.92
-1.83,177.02,1025.53
2.32,179.22,1024.92
11.35,183.37,1024.68
19.52,185.81,1024.07
22.94,186.78,1023.82
28.67,188.12,1023.21
31.23,188.37,1022.36
33.67,188.61,1022.12
35.26,186.17,1021.14
34.16,182.27,1018.7
33.92,181.54,1017.6
34.16,178.24,1014.31
32.45,174.46,1012.11
28.55,171.29,1009.92
25.74,170.31,1008.7
20.13,169.09,1005.65
17.32,168.73,1004.06
12.08,167.14,1000.89
10.13,166.16,999.55
7.32,162.99,996.98
6.59,161.53,995.76
7.08,160.43,994.06
8.17,159.94,993.32
10.49,158.6,990.88
15.13,157.62,988.93
18.3,157.38,988.69
23.91,155.79,989.66
28.79,154.57,993.2
30.87,154.7,994.67
32.57,155.18,996.74
31.72,155.55,996.98
30.5,155.79,997.47
28.67,157.87,999.91
27.57,160.31,1004.06
26.35,162.26,1006.5
24.4,165.19,1009.92
22.81,167.87,1012.11
20.74,171.53,1012.23
19.03,174.22,1012.23
18.18,174.83,1012.6
16.59,175.44,1012.72
13.66,177.02,1014.43
12.44,178.36,1015.41
11.1,181.54,1015.16
10.98,183.0,1014.43
12.81,185.93,1011.99
13.91,187.64,1011.62
16.71,189.83,1010.89
20.01,191.78,1008.7
22.08,192.76,1006.99
27.57,194.59,1003.82
30.26,197.03,1000.64
31.48,198.13,999.3
31.84,198.98,998.08
32.21,200.93,996.37
31.96,202.03,995.64
32.45,202.03,994.67
33.06,202.15,994.91
34.04,202.4,994.3
33.92,201.06,995.15
33.43,199.71,995.28
35.99,195.44,996.98
38.8,191.05,997.59
38.92,188.73,997.23
38.8,186.78,997.35
38.43,184.59,996.98
36.97,179.1,997.59
35.99,175.19,997.84
33.92,168.6,998.69
32.7,162.02,998.2
32.94,158.36,997.23
33.79,150.91,996.98
33.06,146.16,997.84
31.96,145.42,998.45
28.3,143.72,999.18
24.03,141.15,998.2
22.33,139.81,997.96
20.98,139.57,997.84
19.76,137.49,998.33
19.64,137.01,1000.16
18.79,135.18,1003.45
18.06,134.81,1005.04
16.84,134.44,1007.23
16.84,132.37,1007.84
17.2,131.03,1007.84
16.59,130.17,1009.67
20.25,127.73,1013.09
24.52,125.29,1016.26
25.38,124.68,1017.24
25.86,124.2,1018.46
26.35,122.37,1020.16
26.84,121.27,1021.02
27.57,120.41,1021.87
28.18,120.78,1022.48
30.13,119.32,1022.36
31.11,117.61,1023.82
29.52,115.9,1025.78
26.6,115.41,1026.39
27.45,116.63,1024.07
28.55,118.71,1017.72
35.62,122.98,1007.96
39.53,122.37,1003.82
44.77,121.51,1001.25
50.87,122.0,1001.74
52.58,123.59,999.3
53.56,124.81,998.45
53.68,125.17,998.08
49.9,120.9,1002.35
46.85,119.56,1006.26
41.97,121.51,1010.89
41.36,127.49,1005.52
41.36,127.86,1004.3
40.75,125.66,1006.74
39.41,125.29,1009.18
32.45,126.15,1010.28
27.57,127.25,1011.01
18.3,128.47,1013.33
15.25,128.1,1013.82
13.79,126.27,1016.02
16.47,123.59,1018.09
21.35,123.46,1019.07
22.69,124.2,1018.46
23.3,123.95,1017.36
23.67,123.46,1018.7
24.4,123.1,1019.68
25.62,122.98,1021.14
26.6,124.2,1022.12
29.52,125.54,1021.26
34.16,126.03,1021.63
36.97,125.66,1022.12
41.11,125.54,1023.34
43.8,126.27,1024.07
45.02,127.12,1023.82
45.02,129.32,1022.85
42.58,130.17,1021.14
41.6,130.05,1020.16
40.75,129.93,1018.7
38.31,129.08,1013.94
35.87,129.81,1011.87
32.45,129.2,1007.72
27.21,132.0,1005.52
24.64,133.71,1005.4
25.99,131.76,1003.45
32.82,126.51,1000.64
35.14,122.37,997.96
34.04,123.22,997.72
33.67,123.71,997.96
36.36,120.41,998.2
35.26,120.78,998.69
33.67,123.71,1000.89
33.31,123.34,1003.08
33.18,124.93,1005.04
30.99,129.81,1008.45
35.75,132.86,1009.43
44.04,127.86,1007.96
44.41,129.08,1010.28
39.04,132.74,1011.75
37.45,132.86,1012.36
35.75,132.25,1013.33
32.09,131.64,1015.04
23.91,135.3,1017.48
22.69,136.52,1017.24
26.11,135.18,1015.04
29.52,135.3,1015.53
31.6,135.91,1015.04
35.87,135.18,1012.6
37.33,133.59,1010.89
36.97,134.2,1010.65
36.11,134.93,1009.79
38.31,134.93,1009.67
40.26,135.66,1010.53
42.21,135.91,1010.89
47.46,138.23,1012.48
50.14,138.47,1012.97
53.56,140.79,1012.84
54.05,142.5,1012.36
53.44,145.91,1012.23
52.22,146.64,1011.99
51.48,148.11,1012.84
50.75,149.69,1013.09
50.75,149.69,1014.43
50.63,150.06,1014.31
47.7,152.13,1011.99
45.51,153.11,1011.01
40.99,153.72,1010.4
39.04,154.57,1010.65
35.5,156.16,1010.65
34.65,157.38,1010.16
32.82,159.82,1006.99
33.43,161.65,1006.01
36.23,162.87,1004.67
40.26,165.8,1000.16
42.7,167.75,996.62
44.16,168.85,992.59
47.34,169.58,986.25
47.95,169.34,983.69
48.43,169.82,981.37
48.07,170.56,981.0
47.09,170.92,981.12
45.87,171.41,980.76
42.82,171.9,980.64
39.77,173.48,983.81
39.53,173.85,986.98
40.75,172.02,988.69
40.63,172.14,990.15
40.5,171.78,991.37
39.04,170.43,992.84
38.06,170.07,993.81
34.4,168.24,996.86
32.57,167.63,998.69
29.52,167.51,1002.23
30.26,166.77,1004.06
31.84,166.29,1004.67
35.62,166.04,1007.72
37.21,165.92,1008.45
36.48,165.55,1008.94
36.11,164.82,1009.18
35.99,164.46,1009.79
36.48,163.97,1011.75
36.97,163.72,1011.99
38.06,165.07,1011.62
38.67,165.31,1010.28
39.16,166.53,1007.48
40.99,166.04,1002.84
42.21,166.16,1001.01
45.75,165.43,1000.4
48.31,165.31,999.55
48.8,166.29,997.84
48.56,166.65,996.62
48.43,166.16,996.5
48.07,165.31,998.57
49.17,164.94,999.55
52.83,162.99,1001.38
55.88,161.53,1001.62
55.39,159.09,999.3
51.36,157.75,997.35
46.97,157.62,995.76
42.94,158.11,993.2
36.36,161.89,988.57
33.43,162.75,986.13
32.45,162.26,986.0
31.96,161.77,986.25
29.4,162.75,988.44
28.55,163.11,989.18
26.11,164.7,989.79
24.64,164.94,989.05
18.79,163.48,991.13
13.42,159.82,995.28
9.64,159.33,998.45
9.03,159.09,999.06
11.1,157.26,999.18
16.35,154.09,1000.16
19.64,152.26,1001.25
22.2,151.04,1002.72
22.69,149.82,1002.6
20.98,149.33,1002.11
15.25,146.64,1002.84
11.47,145.18,1004.67
4.15,144.69,1009.43
1.22,143.84,1010.4
1.71,142.01,1008.33
3.05,139.2,1010.89
3.29,137.01,1011.99
2.56,133.96,1015.89
1.46,133.22,1017.6
0.73,132.74,1019.19
-0.61,130.42,1023.46
-0.98,128.71,1025.9
-2.07,126.64,1029.56
-3.78,125.05,1030.9
-5.12,124.44,1032.36
-9.15,120.41,1036.51
-14.03,115.9,1039.44
-15.86,113.95,1036.39
-15.62,113.7,1033.34
-16.84,110.04,1025.29
-15.86,106.14,1022.97
-13.66,103.46,1022.12
-8.05,101.26,1021.87
-6.1,100.89,1020.9
-4.39,100.53,1017.6
-5.61,102.36,1012.36
-8.17,102.48,1008.57
-15.13,101.02,1004.43
-18.67,102.85,1003.69
-16.35,107.97,1001.13
-9.64,109.19,995.15
-5.98,109.43,992.59
-1.83,110.78,989.54
2.81,112.73,986.25
10.25,116.27,978.56
13.42,116.75,968.68
15.13,115.9,967.7
16.59,112.97,971.36
14.15,112.73,974.78
11.96,113.95,976.61
10.86,104.92,991.13
9.27,104.92,998.2
8.17,106.63,998.57
8.3,108.46,996.13
10.49,109.07,993.57
11.83,107.48,996.5
12.69,102.97,1004.91
12.57,101.38,1008.21
5.86,100.53,1011.75
1.46,100.04,1012.84
-5.98,98.94,1012.36
-7.81,94.18,1015.77
-6.34,86.62,1019.8
-4.64,81.13,1019.92
-2.93,79.06,1019.43
-0.98,77.1,1018.7
3.78,71.74,1017.97
5.37,68.32,1018.21
7.32,62.46,1021.87
7.32,60.27,1023.34
4.64,58.44,1025.04
-0.98,55.27,1022.73
-3.9,52.7,1022.36
-7.69,49.9,1022.85
-9.03,50.39,1021.99
-9.03,48.8,1021.02
-9.52,47.34,1021.26
-11.47,45.75,1021.26
-17.81,43.07,1020.04
-20.01,41.97,1019.68
-17.57,40.02,1015.77
-16.35,37.45,1014.06
-18.3,34.28,1012.97
-18.91,35.26,1013.33
-20.25,39.04,1013.33
-19.15,39.28,1012.48
-18.3,41.24,1011.14
-17.57,42.58,1010.77
-14.4,44.77,1010.53
-12.69,46.36,1011.14
-6.59,46.97,1011.87
-2.68,46.6,1011.26
4.15,45.14,1009.92
5.12,43.8,1011.38
3.17,42.21,1014.55
-1.1,44.04,1018.09
-2.44,43.92,1018.7
-3.05,42.21,1020.77
-2.56,40.38,1023.82
-2.2,39.53,1025.29
-1.59,37.09,1027.61
-1.22,36.36,1028.34
-0.98,35.14,1027.85
-0.24,33.92,1026.87
0.37,32.7,1025.9
1.95,29.52,1024.8
2.2,28.18,1024.19
1.83,27.94,1022.36
0.73,28.06,1020.16
-1.46,27.21,1018.21
-3.9,25.99,1018.09
-4.88,25.38,1018.33
-5.73,25.5,1017.97
-6.71,25.01,1015.89
-8.3,23.67,1015.53
-12.32,23.42,1016.63
-17.45,24.28,1017.48
-22.94,26.47,1018.21
-27.33,26.35,1018.33
-30.26,26.96,1021.14
-32.94,27.08,1023.58
-35.38,27.08,1025.78
-36.6,27.45,1026.39
-37.09,26.96,1025.9
-36.72,26.84,1025.9
-32.7,27.08,1027.0
-27.45,28.43,1027.48
-25.25,28.18,1026.39
-22.57,30.01,1026.51
-21.11,32.45,1025.65
-19.89,36.23,1024.92
-18.91,41.72,1025.04
-17.08,47.34,1024.19
-14.88,52.83,1022.24
-13.18,55.39,1020.77
-10.25,59.78,1018.09
-8.42,61.49,1017.24
-5.86,64.9,1016.63
-4.88,66.37,1016.5
-4.15,70.03,1016.02
-2.32,74.42,1011.62
-1.71,77.1,1008.45
-1.59,78.08,1007.35
-1.83,79.91,1006.01
-1.83,81.37,1005.4
-3.66,83.33,1001.86
-5.12,85.16,997.96
-5.86,87.11,996.25
-5.86,88.33,996.01
-4.88,89.79,995.28
-2.68,89.67,993.69
0.0,89.3,993.08
0.61,89.55,994.91
-0.73,88.94,998.2
-1.59,88.45,1000.16
-4.27,87.23,1003.69
-5.25,86.62,1005.28
-6.1,85.89,1008.45
-4.76,85.89,1012.48
-3.54,86.38,1016.87
-3.66,86.25,1018.58
-3.05,86.38,1021.14
-1.71,85.52,1023.58
-0.12,83.94,1025.41
-0.98,84.55,1027.12
-2.2,84.91,1025.78
-2.81,84.18,1024.31
-3.66,83.94,1023.58
-5.37,85.52,1023.7
-4.51,86.62,1023.34
-3.78,87.11,1021.51
-2.68,89.55,1019.19
-3.9,91.74,1016.75
-5.73,93.7,1014.43
-6.95,96.99,1013.21
-6.83,101.63,1011.75
-4.88,104.43,1009.67
-3.66,105.41,1008.82
-3.9,107.73,1007.11
-4.76,109.8,1005.52
-5.37,113.58,1001.86
-3.05,114.31,998.45
-0.37,115.29,996.13
0.73,116.39,995.4
2.93,117.24,993.2
5.86,117.85,991.62
9.27,117.61,988.69
16.84,117.61,986.49
19.89,117.12,986.98
24.52,117.24,989.05
25.5,117.12,990.52
26.84,117.97,992.47
28.43,119.93,995.28
30.74,121.02,996.62
32.21,122.12,996.86
35.14,123.59,998.2
36.84,123.59,997.23
36.97,126.39,996.01
35.38,129.93,991.37
33.79,130.05,987.47
30.99,127.86,993.08
28.3,126.27,995.15
22.69,127.37,999.06
20.25,128.83,998.69
22.2,129.81,991.62
24.28,126.88,996.86
26.6,123.95,1003.21
25.13,124.68,1006.74
22.57,123.95,1005.4
18.54,121.76,1006.01
15.13,117.36,1007.96
15.49,115.9,1010.65
18.91,119.44,1001.38
21.84,119.56,997.84
27.21,112.48,996.13
29.16,107.48,1000.16
26.47,106.87,998.81
22.81,107.73,994.06
22.94,105.77,991.74
25.38,100.89,992.35
26.47,99.55,995.03
27.33,99.55,996.86
28.3,98.94,996.37
30.5,96.87,998.45
33.79,95.65,1001.99
34.65,95.04,1004.3
34.77,93.7,1008.57
34.4,92.96,1010.04
35.75,91.99,1012.11
38.06,89.06,1012.97
39.16,84.67,1014.31
39.53,81.62,1016.14
39.65,76.86,1016.38
39.65,71.0,1014.67
37.33,65.88,1015.28
35.14,62.95,1016.99
28.55,63.32,1019.31
24.89,65.88,1021.26
27.33,63.68,1019.19
30.01,58.8,1017.11
27.45,59.54,1017.72
25.86,62.83,1018.7
27.57,62.46,1019.43
26.84,62.46,1021.26
24.28,65.15,1020.16
26.47,69.3,1019.07
34.89,67.1,1014.8
43.19,64.17,1011.62
44.65,63.07,1010.28
44.16,66.0,1006.87
43.92,67.95,1005.4
42.46,69.17,1002.6
43.31,65.64,1003.57
43.8,65.03,1005.52
43.68,66.61,1004.79
43.92,66.12,1003.82
44.65,66.12,1005.52
43.92,67.22,1007.72
42.09,67.22,1008.82
40.99,67.34,1009.55
38.43,67.83,1011.26
37.09,68.08,1012.48
34.77,68.32,1015.28
33.43,68.44,1016.99
32.45,68.81,1017.48
31.35,69.78,1017.72
31.48,69.66,1018.58
31.48,69.54,1020.16
31.6,71.0,1021.02
32.33,75.64,1017.72
32.82,76.86,1017.36
33.31,78.81,1016.26
33.31,80.03,1015.16
34.16,81.37,1012.23
35.5,81.5,1010.77
38.92,82.72,1011.38
43.92,82.84,1012.11
50.26,83.69,1014.06
56.49,83.33,1015.77
61.12,82.23,1018.21
64.66,82.47,1021.14
67.34,82.72,1021.26
68.56,82.84,1020.9
69.91,83.94,1020.41
70.52,84.18,1020.41
71.25,83.81,1020.16
71.61,86.13,1019.92
70.27,91.01,1017.36
69.3,92.11,1015.28
67.95,93.21,1012.36
68.81,94.31,1010.65
68.56,94.67,1009.67
66.73,95.89,1007.23
64.05,99.67,1000.64
60.15,100.53,993.81
58.07,100.16,992.23
52.95,101.5,989.91
49.41,103.46,987.96
48.8,102.72,987.47
46.85,100.28,988.08
45.38,98.09,990.64
44.77,96.14,994.54
43.43,94.43,997.47
40.63,91.5,998.2
38.43,88.33,1001.86
38.19,83.94,1004.67
38.8,82.23,1006.74
42.21,79.42,1011.01
45.02,78.57,1013.21
49.41,78.08,1015.77
50.51,77.96,1015.77
52.09,76.62,1019.68
54.41,76.01,1026.02
57.1,77.84,1030.66
59.78,78.57,1033.83
62.1,78.57,1033.95
63.56,80.4,1034.44
63.56,81.62,1034.32
62.46,82.72,1033.71
58.44,83.45,1031.51
56.24,83.2,1030.41
53.68,82.23,1028.46
51.97,82.23,1024.56
48.56,81.37,1019.92
46.6,80.4,1017.24
43.31,78.81,1013.58
39.89,76.01,1014.06
37.7,70.27,1013.33
37.21,66.12,1012.36
36.6,64.42,1012.23
36.97,63.44,1011.01
39.04,61.98,1009.43
40.75,62.34,1009.92
43.43,64.05,1008.94
44.65,65.51,1008.21
43.31,66.49,1008.7
41.72,67.22,1008.45
40.14,69.17,1008.82
41.11,70.03,1008.57
40.75,72.35,1009.67
42.33,77.1,1009.31
45.14,80.76,1009.67
45.26,80.64,1008.94
45.99,81.5,1008.7
48.92,83.2,1010.28
50.26,84.67,1011.87
50.51,84.79,1012.11
51.73,84.18,1013.7
54.53,81.74,1016.5
57.1,78.08,1018.58
58.19,75.76,1020.29
58.07,72.83,1021.14
56.61,69.91,1022.85
55.51,68.81,1024.56
52.83,66.98,1027.61
50.51,65.51,1028.46
44.65,62.95,1028.34
39.28,61.24,1027.24
38.06,62.1,1029.44
37.21,62.34,1029.68
34.89,64.66,1030.17
32.7,66.49,1030.66
33.31,68.44,1030.05
33.18,68.32,1027.97
31.72,69.78,1026.02
31.6,71.0,1022.48
32.57,71.25,1020.9
34.4,71.25,1017.85
36.11,71.74,1016.26
39.53,72.83,1013.58
41.72,72.83,1010.53
41.97,72.22,1007.96
42.7,70.88,1005.89
44.41,69.05,1005.04
46.12,67.59,1005.28
47.58,66.25,1005.52
47.34,65.27,1005.77
45.63,63.07,1008.33
44.65,61.73,1009.43
44.77,59.54,1011.99
46.12,58.68,1014.55
46.6,58.8,1015.28
46.12,59.9,1017.72
45.38,59.05,1018.7
41.72,58.8,1019.55
36.11,61.0,1019.8
31.48,64.17,1018.09
28.3,66.73,1016.5
26.23,67.22,1014.43
25.5,67.22,1014.8
24.89,66.86,1016.02
24.77,67.34,1015.77
24.89,67.1,1013.94
25.13,66.86,1014.19
26.72,66.61,1016.99
28.06,65.03,1019.92
28.79,64.78,1020.9
29.28,65.15,1021.38
30.13,64.42,1024.56
31.6,63.44,1028.46
33.18,63.68,1030.05
37.94,64.17,1029.92
40.26,64.17,1029.31
44.77,64.9,1029.31
47.58,66.12,1027.0
49.04,67.59,1025.29
49.53,69.3,1021.75
48.56,70.39,1020.16
46.36,72.47,1018.21
43.8,75.64,1016.02
42.21,77.84,1014.06
43.19,77.96,1012.84
44.16,77.84,1013.33
44.77,78.2,1014.67
44.16,78.32,1015.04
40.63,78.2,1014.55
35.62,77.59,1013.58
33.92,77.23,1014.06
30.26,75.64,1014.31
28.55,73.57,1012.36
27.69,71.49,1009.43
27.33,70.52,1007.23
27.57,68.69,1006.99
