X,Y,Z
5.98,-106.87,1040.05
7.93,-110.9,1041.15
9.52,-111.14,1043.83
9.52,-111.75,1043.47
8.05,-112.24,1041.64
5.86,-113.7,1042.37
6.1,-115.66,1042.0
6.34,-118.34,1042.73
7.2,-119.44,1043.1
8.05,-119.68,1042.73
10.25,-120.41,1041.15
12.81,-123.22,1041.39
14.52,-127.37,1042.12
13.91,-131.15,1043.83
10.49,-134.93,1045.3
6.71,-137.74,1041.88
6.59,-138.84,1039.93
7.69,-143.47,1040.29
8.3,-146.64,1042.37
9.52,-152.99,1044.32
10.0,-156.89,1045.66
8.78,-161.53,1044.44
7.08,-163.24,1042.37
3.9,-170.07,1040.9
6.1,-175.19,1042.0
8.78,-178.61,1043.71
7.81,-179.83,1045.3
7.32,-181.78,1045.54
8.54,-186.17,1046.64
9.27,-186.66,1048.47
9.52,-188.25,1050.18
9.03,-191.3,1049.69
9.03,-191.05,1050.18
8.05,-192.27,1050.54
6.47,-194.47,1050.79
8.66,-194.71,1048.47
11.22,-196.91,1047.98
14.15,-199.59,1049.44
16.35,-199.96,1050.18
15.62,-200.81,1051.15
14.64,-201.3,1051.27
13.42,-199.71,1052.49
13.54,-199.71,1052.37
12.93,-201.3,1052.13
11.83,-203.5,1050.42
14.15,-202.4,1051.15
15.86,-203.25,1050.66
18.42,-201.06,1052.86
18.42,-201.3,1054.32
16.35,-199.59,1053.84
13.05,-199.71,1052.13
11.1,-198.62,1051.52
6.47,-197.27,1050.54
5.12,-197.15,1050.66
3.29,-196.54,1050.18
3.9,-194.59,1050.3
3.66,-193.49,1049.57
4.64,-192.88,1047.37
5.86,-191.3,1046.52
8.66,-190.81,1045.54
11.35,-190.56,1046.03
11.96,-190.81,1046.27
12.08,-188.98,1048.96
12.08,-188.86,1047.86
12.93,-188.0,1047.37
13.66,-187.64,1047.61
16.47,-187.39,1047.74
18.42,-188.61,1047.0
19.52,-188.37,1046.27
20.13,-188.37,1046.76
20.62,-188.73,1047.37
21.23,-188.12,1049.93
20.74,-188.49,1052.01
20.74,-189.34,1052.62
19.76,-187.64,1054.45
17.93,-188.61,1054.69
17.2,-188.49,1055.3
15.13,-192.27,1060.91
14.15,-195.44,1061.64
10.86,-190.93,1069.7
11.47,-188.37,1072.99
15.37,-188.0,1071.65
16.1,-185.68,1073.11
15.49,-181.66,1075.06
15.49,-180.07,1075.55
18.06,-176.66,1069.09
18.54,-175.44,1067.01
18.06,-173.97,1062.13
17.81,-172.26,1058.72
17.57,-167.38,1052.01
16.96,-165.68,1047.74
14.27,-162.75,1037.98
11.96,-160.8,1032.24
10.25,-159.94,1028.09
9.39,-156.65,1024.92
8.78,-155.67,1022.6
8.3,-156.16,1020.04
9.52,-156.16,1021.26
9.76,-156.89,1022.12
9.76,-156.89,1022.36
10.74,-156.16,1024.92
10.61,-156.65,1025.78
10.0,-156.4,1029.44
10.49,-156.16,1033.83
12.44,-156.16,1036.39
13.18,-156.28,1037.98
14.88,-156.28,1042.12
16.59,-156.53,1045.05
16.84,-155.92,1049.44
15.62,-155.92,1051.15
15.86,-154.94,1053.35
15.86,-154.33,1055.06
16.35,-153.96,1055.3
17.45,-153.72,1056.28
19.52,-152.99,1057.13
22.57,-151.28,1055.91
25.5,-150.06,1057.01
26.84,-149.57,1055.67
26.84,-148.47,1057.01
25.99,-149.33,1054.93
24.89,-148.84,1054.93
23.3,-149.57,1054.45
22.94,-149.82,1053.96
22.45,-147.74,1052.13
21.59,-146.52,1051.03
20.98,-146.89,1047.86
18.54,-142.74,1046.39
17.57,-137.13,1043.34
18.06,-135.79,1041.64
17.93,-133.83,1037.73
16.23,-130.54,1033.71
15.25,-129.81,1030.78
14.64,-126.39,1026.26
14.76,-125.42,1026.14
17.32,-127.98,1024.68
19.03,-128.83,1025.9
22.94,-129.08,1028.58
25.38,-129.44,1029.31
29.4,-127.37,1033.58
30.26,-126.15,1035.66
30.38,-125.05,1040.42
30.01,-124.2,1045.3
29.77,-120.78,1049.44
28.3,-115.78,1051.88
27.08,-112.61,1051.88
25.38,-109.07,1053.23
24.52,-107.36,1052.86
23.06,-102.97,1052.86
22.08,-100.77,1052.13
20.62,-96.38,1047.74
18.3,-91.13,1047.37
15.74,-87.84,1044.81
13.42,-81.98,1044.69
10.61,-77.1,1043.1
8.78,-70.76,1042.25
7.69,-65.15,1040.17
8.05,-60.76,1038.22
8.3,-58.07,1038.34
9.03,-54.41,1035.78
9.27,-52.22,1034.56
10.0,-47.95,1034.32
10.49,-45.14,1031.88
10.98,-42.94,1031.14
11.83,-38.92,1030.41
12.69,-36.11,1028.34
13.66,-32.21,1028.7
14.27,-29.4,1027.48
16.1,-24.89,1025.9
16.35,-24.16,1024.92
17.57,-22.81,1023.46
18.06,-21.72,1023.58
18.54,-20.5,1023.34
18.91,-20.37,1022.6
19.52,-18.54,1022.97
20.13,-17.81,1022.97
20.98,-17.08,1023.82
21.47,-16.35,1025.53
21.59,-16.84,1025.9
21.47,-16.84,1027.48
21.11,-18.3,1028.09
21.23,-18.91,1027.73
21.59,-18.79,1028.83
21.47,-19.28,1028.95
21.47,-20.5,1027.97
21.84,-20.25,1028.22
21.35,-21.47,1027.24
21.23,-21.96,1026.26
21.47,-22.2,1026.26
21.47,-24.16,1025.65
21.96,-26.11,1024.56
22.08,-28.06,1025.53
22.57,-31.6,1023.82
24.16,-33.18,1023.7
24.52,-34.65,1023.82
25.62,-38.06,1022.85
27.33,-39.41,1023.21
27.57,-40.26,1022.85
28.18,-42.94,1020.29
28.55,-44.29,1022.12
27.69,-47.95,1022.6
27.08,-50.14,1023.09
26.11,-53.44,1024.19
24.4,-57.95,1024.68
23.18,-60.51,1026.26
21.96,-62.22,1027.48
19.03,-66.49,1027.85
18.06,-67.71,1028.22
15.49,-70.52,1029.56
12.57,-74.18,1029.8
10.49,-75.64,1030.78
9.39,-76.86,1031.39
8.05,-79.79,1031.63
8.54,-81.13,1032.0
8.91,-84.06,1032.61
11.47,-86.62,1031.51
12.69,-87.35,1031.75
14.76,-89.67,1031.39
15.98,-90.28,1030.53
19.28,-90.04,1030.17
21.35,-90.77,1029.8
22.2,-91.01,1028.95
24.4,-90.4,1028.83
25.38,-90.52,1029.92
26.35,-90.89,1029.56
27.08,-90.52,1030.17
26.84,-90.77,1030.41
27.33,-90.52,1029.92
26.72,-90.28,1031.63
26.11,-90.77,1031.63
25.01,-89.91,1031.39
24.03,-89.55,1031.75
21.23,-89.43,1031.39
19.03,-88.82,1031.14
16.84,-88.33,1031.51
16.1,-88.33,1031.27
15.86,-87.11,1031.02
15.37,-87.35,1030.9
15.37,-87.23,1029.44
16.35,-86.62,1029.44
16.47,-87.23,1028.83
17.81,-86.62,1028.22
18.06,-86.5,1028.58
18.18,-87.72,1027.73
19.52,-87.35,1027.73
20.01,-87.6,1028.46
20.98,-88.57,1028.22
22.94,-87.84,1028.95
23.67,-89.3,1029.92
24.77,-90.89,1029.68
25.25,-93.21,1030.78
24.64,-95.4,1030.66
24.77,-94.43,1031.02
24.16,-89.18,1031.75
23.55,-85.64,1031.14
23.18,-75.4,1029.92
22.69,-61.49,1030.9
22.33,-44.77,1029.8
22.57,-34.89,1029.92
21.96,-14.27,1030.41
21.23,5.37,1028.46
20.98,25.38,1028.22
20.25,43.68,1026.26
19.89,60.76,1024.07
18.91,75.4,1021.87
18.54,81.13,1019.55
18.67,91.01,1016.02
18.42,96.75,1012.23
18.54,97.97,1009.67
19.4,99.43,1006.26
19.52,97.23,1002.72
20.01,92.6,998.45
20.74,87.96,996.01
20.98,80.76,992.47
21.96,73.44,991.62
22.08,66.37,990.64
22.2,62.71,989.91
22.69,57.34,990.88
22.57,55.02,991.37
22.94,51.0,991.01
23.42,50.26,993.32
23.3,50.02,994.18
23.42,50.63,995.28
23.91,53.92,998.69
23.91,57.1,1000.77
24.16,61.98,1003.45
23.67,66.98,1006.74
23.42,71.49,1008.21
23.42,74.18,1009.67
22.69,78.57,1011.01
22.57,80.15,1010.77
22.45,84.3,1011.5
21.72,86.01,1011.62
21.35,87.47,1010.28
20.98,88.45,1010.4
20.5,86.62,1008.57
20.5,86.13,1008.09
20.13,83.94,1007.48
19.64,80.15,1004.79
19.76,77.35,1004.79
19.52,75.27,1004.79
19.76,70.64,1003.82
20.5,67.95,1004.79
20.5,66.25,1005.16
20.74,62.83,1004.79
21.72,61.98,1006.26
21.84,61.12,1006.99
22.94,61.73,1007.23
23.18,63.44,1007.84
23.42,65.03,1006.62
24.03,68.56,1007.23
23.67,69.91,1007.11
23.79,72.59,1005.77
23.91,74.66,1005.89
23.3,77.59,1005.65
22.94,78.08,1004.67
22.57,81.62,1005.4
22.08,82.11,1005.16
21.84,82.35,1004.43
21.47,82.96,1005.04
20.74,81.25,1004.06
20.5,79.42,1005.52
20.25,78.08,1005.4
20.62,76.01,1005.52
20.74,75.27,1006.26
20.5,72.47,1006.01
20.74,71.25,1005.52
21.47,70.15,1006.5
21.59,68.32,1006.5
22.45,67.83,1006.5
22.2,68.08,1006.74
22.69,68.08,1005.77
22.69,68.93,1006.13
22.69,70.39,1005.52
23.42,71.25,1005.65
23.18,73.69,1006.13
22.94,73.93,1005.65
23.18,75.27,1005.04
23.18,76.37,1005.52
22.57,77.35,1005.52
22.45,78.2,1004.67
21.59,78.93,1004.79
21.23,78.32,1003.69
20.98,78.45,1004.91
20.25,77.35,1004.55
20.5,76.74,1004.67
20.01,75.52,1004.55
20.01,74.42,1003.82
20.62,73.69,1004.18
20.62,73.44,1004.79
20.74,71.86,1003.94
21.35,71.74,1004.55
21.23,70.88,1003.94
21.47,70.52,1003.45
22.08,71.25,1004.43
21.96,71.25,1004.06
22.81,72.1,1004.06
22.69,73.2,1004.06
22.69,73.57,1003.21
22.94,74.42,1003.82
22.33,75.64,1004.3
22.2,75.64,1003.69
22.45,76.62,1004.06
21.72,77.1,1003.57
21.96,76.74,1002.96
21.72,77.23,1004.06
21.35,76.13,1003.45
21.72,76.13,1004.43
20.98,74.66,1004.3
21.47,73.93,1004.43
21.47,74.18,1005.28
21.23,72.96,1004.79
21.47,72.47,1004.43
21.72,72.59,1005.28
21.23,71.49,1004.43
21.84,71.98,1004.79
21.72,72.47,1005.16
21.84,72.1,1004.55
22.69,72.96,1004.43
22.45,73.44,1004.3
23.18,74.3,1003.94
23.06,74.91,1004.43
22.94,74.66,1003.57
23.42,74.91,1003.69
23.42,75.88,1004.3
23.18,75.15,1003.08
23.55,75.4,1003.08
23.06,76.13,1004.06
22.81,74.79,1003.08
23.18,75.15,1004.18
22.2,73.93,1003.94
22.45,73.57,1004.06
21.72,73.93,1005.04
21.35,73.08,1004.06
21.35,73.69,1004.3
20.5,74.54,1004.3
20.25,74.18,1003.57
20.74,74.79,1004.06
20.37,75.27,1004.3
20.98,74.91,1003.45
21.11,76.13,1003.82
20.98,75.4,1002.23
21.96,76.49,1002.35
21.72,76.62,1002.23
22.57,76.49,1001.62
22.94,76.86,1002.11
22.81,76.37,1001.5
22.94,76.13,1000.64
23.18,77.1,1001.99
22.33,76.49,1002.11
22.45,76.37,1001.74
22.45,77.23,1003.21
21.59,76.25,1002.6
21.72,76.37,1003.08
20.98,76.86,1004.06
20.98,75.88,1003.82
20.37,76.49,1005.04
19.64,75.52,1004.55
20.01,75.4,1005.04
20.01,76.13,1006.13
19.89,76.13,1005.16
20.37,76.62,1005.52
20.5,77.35,1006.62
20.74,77.47,1005.89
21.47,79.18,1007.23
20.98,80.03,1006.99
21.47,81.5,1007.6
21.23,82.47,1007.96
21.47,83.2,1006.99
21.47,84.3,1007.48
20.74,85.64,1007.84
20.5,86.13,1007.35
20.5,88.94,1007.96
19.52,90.77,1007.96
